فایل,h1,طول_h1,عنوان,طول_عنوان,طول_توضیح,canonical,canonical_خودارجاع,hreflang,og,twitter,json_ld,لینک_ورودی,متن_یکتا,پرچم‌ها
knowledge-center/erw.html,1,35,مقایسه لوله جوشی ERW و لوله اسپیرال | پیشرو تجهیز فرتاک,55,131,https://pishtaj.ir/knowledge-center/erw.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,144,متنِ یکتا 144
knowledge-center/esd-emergency-shutdown.html,1,38,راهنمای سیستم ESD (Emergency Shutdown) | پیشرو تجهیز فرتاک,58,134,https://pishtaj.ir/knowledge-center/esd-emergency-shutdown.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,6,77,متنِ یکتا 77
knowledge-center/fire-gas-system-fgs.html,1,31,راهنمای Fire & Gas System (FGS) | پیشرو تجهیز فرتاک,51,131,https://pishtaj.ir/knowledge-center/fire-gas-system-fgs.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,81,متنِ یکتا 81
knowledge-center/fire-test-api-607.html,1,45,راهنمای تست آتش (Fire Test) شیرآلات | پیشرو تجهیز فرتاک,55,141,https://pishtaj.ir/knowledge-center/fire-test-api-607.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,89,متنِ یکتا 89
knowledge-center/flange-arak-guide.html,1,58,فلنج اراک؛ راهنمای خرید، استانداردها و راستی‌آزمایی کیفیت | پیشرو,65,92,https://pishtaj.ir/knowledge-center/flange-arak-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,3265,
knowledge-center/flange-bolting-guide.html,1,41,پیچ و مهرهٔ اتصالات فلنجی؛ گریدها، گشتاور و ترتیب سفت‌کردن,58,159,https://pishtaj.ir/knowledge-center/flange-bolting-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,9,4051,
knowledge-center/flange-material-selection-guide.html,1,56,راهنمای جنس و متریال فلنج صنعتی بر اساس کلاس فشار و سیال,56,135,https://pishtaj.ir/knowledge-center/flange-material-selection-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,989,
knowledge-center/flange-types-complete-guide.html,1,49,انواع فلنج صنعتی: WN، SO، Blind و SW؛ راهنمای انتخاب,52,141,https://pishtaj.ir/knowledge-center/flange-types-complete-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,8,4234,
knowledge-center/float-vibrating-capacitance.html,1,41,سوئیچ سطح صنعتی؛ انواع و انتخاب | پیشرو تجهیز فرتاک,51,137,https://pishtaj.ir/knowledge-center/kc-level-measurement-6-methods.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,1,78,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 3 صفحه · متنِ یکتا 78
knowledge-center/flowmeter-types-guide.html,1,45,راهنمای فلومتر صنعتی | پیشرو تجهیز فرتاک,40,132,https://pishtaj.ir/knowledge-center/flowmeter-types-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,8,832,
knowledge-center/gas-analyzer-industry-guide.html,1,41,راهنمای آنالایزر گاز صنعتی | پیشرو تجهیز فرتاک,46,145,https://pishtaj.ir/knowledge-center/gas-analyzer-industry-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,6,375,متنِ یکتا 375
knowledge-center/gas-control-valve-sizing-guide.html,1,57,سایزینگ کنترل ولو گاز چیست؟ نکات انتخاب Gas Control Valve,57,142,https://pishtaj.ir/knowledge-center/gas-control-valve-sizing-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage,2,6944,
knowledge-center/gasket-types-guide.html,1,69,انواع گسکت صنعتی؛ انتخاب بر اساس کلاس، دما و سیال,49,156,https://pishtaj.ir/knowledge-center/gasket-types-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,3711,
knowledge-center/gate-valve-complete-guide.html,1,69,راهنمای جامع Gate Valve (شیر دروازه‌ای) | پیشرو تجهیز فرتاک,59,164,https://pishtaj.ir/knowledge-center/gate-valve-complete-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,8,1003,
knowledge-center/gearbox-handwheel-worm-gear.html,1,47,راهنمای Gearbox شیرآلات | پیشرو تجهیز فرتاک,43,143,https://pishtaj.ir/knowledge-center/gearbox-handwheel-worm-gear.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,78,متنِ یکتا 78
knowledge-center/ghz-80.html,1,27,ترانسمیتر سطح راداری GHz 80 | پیشرو تجهیز فرتاک,47,123,https://pishtaj.ir/knowledge-center/ghz-80.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,83,متنِ یکتا 83
knowledge-center/globe-angle-valve.html,1,30,مقایسه شیر Globe و Angle Valve | پیشرو تجهیز فرتاک,50,126,https://pishtaj.ir/knowledge-center/globe-angle-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,304,متنِ یکتا 304
knowledge-center/globe-gate-valve.html,1,50,مقایسه Globe و Gate Valve | پیشرو تجهیز فرتاک,45,146,https://pishtaj.ir/knowledge-center/globe-gate-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,6,316,متنِ یکتا 316
knowledge-center/globe-valve-complete-guide.html,1,60,راهنمای جامع Globe Valve (شیر کروی) | پیشرو تجهیز فرتاک,55,127,https://pishtaj.ir/knowledge-center/globe-valve-complete-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,8,725,
knowledge-center/guided-wave-non-contact.html,1,42,سطح‌سنج راداری | پیشرو تجهیز فرتاک,34,138,https://pishtaj.ir/knowledge-center/kc-level-measurement-6-methods.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,87,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 3 صفحه · متنِ یکتا 87
knowledge-center/hart-calibration-training.html,1,42,آموزش کالیبراسیون HART در ابزار دقیق صنعتی | پیشرو تجهیز فرتاک,62,146,https://pishtaj.ir/knowledge-center/hart-calibration-training.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,6,377,متنِ یکتا 377
knowledge-center/hart-protocol-complete-guide.html,1,44,راهنمای کامل پروتکل HART در ابزار دقیق صنعتی؛ مشخصات و قیمت,59,135,https://pishtaj.ir/knowledge-center/hart-protocol-complete-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,606,
knowledge-center/high-pressure-equipment-guide.html,1,43,راهنمای تجهیزات فشار قوی و فوق‌العاده صنعتی | پیشرو تجهیز فرتاک,63,147,https://pishtaj.ir/knowledge-center/high-pressure-equipment-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,3,379,متنِ یکتا 379
knowledge-center/high-temperature.html,1,44,انتخاب شیر برای دمای بالا (High Temperature) | پیشرو تجهیز فرتاک,64,140,https://pishtaj.ir/knowledge-center/high-temperature.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,79,متنِ یکتا 79
knowledge-center/hplc-gc.html,1,38,راهنمای تجهیزات HPLC و GC در آزمایشگاه | پیشرو تجهیز فرتاک,58,134,https://pishtaj.ir/knowledge-center/hplc-gc.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,90,متنِ یکتا 90
knowledge-center/hydrostatic-level-transmitter.html,1,40,راهنمای ترانسمیتر سطح هیدرواستاتیک صنعتی | پیشرو تجهیز فرتاک,60,144,https://pishtaj.ir/knowledge-center/hydrostatic-level-transmitter.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,4,373,متنِ یکتا 373
knowledge-center/hydrostatic-test-pipe-guide.html,1,43,تست هیدرواستاتیک لوله؛ فشار تست، زمان نگه‌داشت و چک‌لیست,56,154,https://pishtaj.ir/knowledge-center/hydrostatic-test-pipe-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,3,3799,
knowledge-center/incoterms-2024.html,1,29,Incoterms 2024 | پیشرو تجهیز فرتاک,34,125,https://pishtaj.ir/knowledge-center/kc-incoterms-2024.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,81,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 81
knowledge-center/incoterms-industrial-trade-guide.html,1,48,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,48,152,https://pishtaj.ir/knowledge-center/incoterms-industrial-trade-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,3,389,متنِ یکتا 389
knowledge-center/index.html,1,36,مرکز دانش تجهیزات صنعتی و استانداردها | پیشرو تجهیز فرتاک,57,139,https://pishtaj.ir/knowledge-center/,بله,2,8,4,BreadcrumbList|CollectionPage|ImageObject|ListItem|Organization|WebSite,797,22882,
knowledge-center/industrial-cable-selection-guide.html,1,39,راهنمای انتخاب کابل صنعتی (Power Cable) | پیشرو تجهیز فرتاک,59,143,https://pishtaj.ir/knowledge-center/industrial-cable-selection-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,7,371,متنِ یکتا 371
knowledge-center/industrial-customs-clearance-guide.html,1,33,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,53,137,https://pishtaj.ir/knowledge-center/kc-customs-clearance.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,4,359,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 359
knowledge-center/industrial-grounding-guide.html,1,42,راهنمای سیستم اتصال زمین (Grounding) صنعتی | پیشرو تجهیز فرتاک,62,146,https://pishtaj.ir/knowledge-center/kc-earthing.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,4,377,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 377
knowledge-center/industrial-procurement-documentation-guide.html,1,53,راهنمای مدارک خرید تجهیزات صنعتی؛ MTC، COC، TPI و Data Book,59,160,https://pishtaj.ir/knowledge-center/industrial-procurement-documentation-guide.html,بله,2,7,2,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,7,7705,
knowledge-center/industrial-valve-standards-guide.html,1,44,استانداردهای شیرآلات صنعتی؛ API 600، ASME B16.34 و ISO 5208,59,145,https://pishtaj.ir/knowledge-center/industrial-valve-standards-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,16,2291,
knowledge-center/instrument-calibration-standards.html,1,43,راهنمای استانداردهای کالیبراسیون ابزار دقیق | پیشرو تجهیز فرتاک,63,147,https://pishtaj.ir/knowledge-center/instrument-calibration-standards.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,3,379,متنِ یکتا 379
knowledge-center/international-supply-contract-guide.html,1,41,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,61,145,https://pishtaj.ir/knowledge-center/international-supply-contract-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,3,375,متنِ یکتا 375
knowledge-center/ip-rating-industrial-equipment-guide.html,1,37,راهنمای استاندارد IP در تجهیزات صنعتی | پیشرو تجهیز فرتاک,57,141,https://pishtaj.ir/knowledge-center/ip-rating-industrial-equipment-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,2,367,متنِ یکتا 367
knowledge-center/iso-9001.html,1,33,ISO 9001 برای تامین‌کنندگان صنعتی | پیشرو تجهیز فرتاک,53,129,https://pishtaj.ir/knowledge-center/kc-technical-certifications-supplier-qualification.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,1,0,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 0
knowledge-center/kc-304-316.html,1,45,راهنمای کامل لوله‌های استینلس استیل 304 و 316؛ مشخصات و قیمت,60,164,https://pishtaj.ir/knowledge-center/kc-304-316.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,2571,
knowledge-center/kc-304-vs-316-corrosion-resistance.html,1,59,مقاومت به خوردگی 304 و 316 | پیشرو تجهیز فرتاک,46,159,https://pishtaj.ir/knowledge-center/kc-304-vs-316-corrosion-resistance.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7340,
knowledge-center/kc-a106-api-5l-standard-selection-by-project.html,1,62,انتخاب استاندارد A106 یا API 5L بر اساس پروژه | پیشرو تجهیز فرتاک,65,139,https://pishtaj.ir/knowledge-center/kc-a106-api-5l-standard-selection-by-project.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,7046,
knowledge-center/kc-a106-mill-test-certificate-verification.html,1,60,راستی‌آزمایی گواهی MTC لوله A106 Gr.B | پیشرو تجهیز فرتاک,57,165,https://pishtaj.ir/knowledge-center/kc-a106-mill-test-certificate-verification.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,6876,canonical مشترک با 2 صفحه
knowledge-center/kc-a179-tube-expansion-rolling-procedure.html,1,64,اتصال لولهٔ A179 به Tube Sheet با Rolling | پیشرو تجهیز فرتاک,61,148,https://pishtaj.ir/knowledge-center/kc-a179-tube-expansion-rolling-procedure.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7665,
knowledge-center/kc-a333-low-temperature-impact-testing.html,1,74,تست ضربهٔ دمای پایین لولهٔ A333 Gr.6 | پیشرو تجهیز فرتاک,56,135,https://pishtaj.ir/knowledge-center/kc-a333-low-temperature-impact-testing.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,7245,
knowledge-center/kc-a335-p11-p22-p91-welding-procedure.html,1,60,جوشکاری لوله آلیاژی A335 P11/P22/P91 | پیشرو تجهیز فرتاک,56,144,https://pishtaj.ir/knowledge-center/kc-a335-p11-p22-p91-welding-procedure.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7570,
knowledge-center/kc-a335-pwht-post-weld-heat-treatment.html,1,64,عملیات حرارتی پس از جوش (PWHT) لوله A335 | پیشرو تجهیز فرتاک,60,137,https://pishtaj.ir/knowledge-center/kc-a335-pwht-post-weld-heat-treatment.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7060,
knowledge-center/kc-a335.html,1,46,راهنمای کامل لوله‌های آلیاژی کروم-مولیبدن A335,46,149,https://pishtaj.ir/knowledge-center/kc-a335.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,2436,canonical مشترک با 3 صفحه
knowledge-center/kc-a53-vs-a106-selection-criteria.html,1,56,معیار انتخاب بین لولهٔ ASTM A53 و A106 Gr.B | پیشرو تجهیز فرتاک,63,153,https://pishtaj.ir/knowledge-center/kc-a53-vs-a106-selection-criteria.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7271,
knowledge-center/kc-actuator-fail-safe-position-guide.html,1,59,انتخاب وضعیت ایمن Fail-Safe محرک شیرآلات | پیشرو تجهیز فرتاک,60,162,https://pishtaj.ir/knowledge-center/kc-actuator-fail-safe-position-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,7481,
knowledge-center/kc-actuator.html,1,48,راهنمای کامل انتخاب محرک (Actuator) برای شیرآلات,48,151,https://pishtaj.ir/knowledge-center/kc-actuator.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,2535,canonical مشترک با 3 صفحه
knowledge-center/kc-air-cooled-fin-fan-selection-guide.html,1,62,انتخاب فن مبدل هوایی Air Cooled برای اقلیم گرم,46,164,https://pishtaj.ir/knowledge-center/kc-air-cooled-fin-fan-selection-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,7468,
knowledge-center/kc-air-cooled.html,1,47,راهنمای کامل مبدل‌های حرارتی هوایی (Air Cooled),47,150,https://pishtaj.ir/knowledge-center/kc-air-cooled.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,2478,
knowledge-center/kc-amine-unit-foaming-corrosion-problems.html,1,51,مشکلات کف‌کردن و خوردگی واحد آمین | پیشرو تجهیز فرتاک,53,143,https://pishtaj.ir/knowledge-center/kc-amine-unit-foaming-corrosion-problems.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7582,
knowledge-center/kc-ansi-50-51-87-21.html,1,62,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو,63,161,https://pishtaj.ir/knowledge-center/kc-ansi-50-51-87-21.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,8,2650,
knowledge-center/kc-api-598-iso-5208.html,1,50,راهنمای کامل تست نشتی شیرآلات؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,64,153,https://pishtaj.ir/knowledge-center/kc-api-598-iso-5208.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,2398,
knowledge-center/kc-api-5l-psl-charpy-impact-test.html,1,49,تست ضربه شارپی لوله API 5L PSL2 | پیشرو تجهیز فرتاک,51,148,https://pishtaj.ir/knowledge-center/kc-api-5l-psl-charpy-impact-test.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7187,
knowledge-center/kc-api-5l-psl1-psl2.html,1,49,راهنمای کامل لوله‌های بدون درز API 5L PSL1 و PSL2,49,152,https://pishtaj.ir/knowledge-center/kc-api-5l-psl1-psl2.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,2715,canonical مشترک با 2 صفحه
knowledge-center/kc-api-5l-psl2-sour-service-nace-requirements.html,1,72,لوله NACE (سرویس ترش)؛ الزامات MR0175 برای API 5L PSL2 | پیشرو,62,149,https://pishtaj.ir/knowledge-center/kc-api-5l-psl2-sour-service-nace-requirements.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7186,
knowledge-center/kc-api-5l-x60-pipeline-design-factor.html,1,59,ضریب طراحی لولهٔ API 5L X60 طبق ASME B31.8 | پیشرو تجهیز فرتاک,62,152,https://pishtaj.ir/knowledge-center/kc-api-5l-x60-pipeline-design-factor.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7071,
knowledge-center/kc-api-610-pump-curve-reading-guide.html,1,69,خواندن منحنی پمپ API 610 | پیشرو تجهیز فرتاک,44,155,https://pishtaj.ir/knowledge-center/kc-api-610-pump-curve-reading-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7518,
knowledge-center/kc-api-610.html,1,47,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,47,150,https://pishtaj.ir/knowledge-center/kc-api-610.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,3723,canonical مشترک با 2 صفحه
knowledge-center/kc-api-617-surge-control-antisurge.html,1,63,کنترل سرج کمپرسور API 617 | پیشرو تجهیز فرتاک,45,96,https://pishtaj.ir/knowledge-center/kc-api-617-surge-control-antisurge.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,7172,
knowledge-center/kc-api-617.html,1,42,راهنمای کامل کمپرسورهای سانتریفیوژ API 617؛ مشخصات و قیمت | پیشرو,65,161,https://pishtaj.ir/knowledge-center/kc-api-617.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,3369,canonical مشترک با 2 صفحه
knowledge-center/kc-api-618-vibration-pulsation-analysis.html,1,53,ارتعاش و پالس کمپرسور API 618 | پیشرو تجهیز فرتاک,49,155,https://pishtaj.ir/knowledge-center/kc-api-618-vibration-pulsation-analysis.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,7959,
knowledge-center/kc-api-618.html,1,44,راهنمای کامل کمپرسورهای رفت و برگشتی API 618؛ مشخصات و قیمت,59,163,https://pishtaj.ir/knowledge-center/kc-api-618.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,3374,
knowledge-center/kc-astm-a106-gr.html,1,43,لوله ASTM A106 Gr.B؛ مشخصات فنی، کاربرد و نکات خرید,51,138,https://pishtaj.ir/knowledge-center/kc-astm-a106-gr.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,14,5254,canonical مشترک با 3 صفحه
knowledge-center/kc-astm-a106-heat-treatment-requirements.html,1,55,عملیات حرارتی Normalizing لوله A106 | پیشرو تجهیز فرتاک,55,135,https://pishtaj.ir/knowledge-center/kc-astm-a106-heat-treatment-requirements.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,7630,
knowledge-center/kc-ball-valve-api-6d-fire-safe-design.html,1,39,طراحی Fire-Safe شیر توپی API 6D | پیشرو تجهیز فرتاک,51,144,https://pishtaj.ir/knowledge-center/kc-ball-valve-api-6d-fire-safe-design.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7542,
knowledge-center/kc-ball-valve-seat-material-selection.html,1,57,متریال نشیمنگاه شیر توپی Ball Valve | پیشرو تجهیز فرتاک,55,147,https://pishtaj.ir/knowledge-center/kc-ball-valve-seat-material-selection.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,6,7466,
knowledge-center/kc-ball-valve.html,1,44,راهنمای کامل شیرهای Ball Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,65,163,https://pishtaj.ir/knowledge-center/kc-ball-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,17,2420,
knowledge-center/kc-bms-integration-fire-alarm-hvac.html,1,51,یکپارچه‌سازی BMS با اعلام حریق و HVAC | پیشرو تجهیز فرتاک,57,147,https://pishtaj.ir/knowledge-center/kc-bms-integration-fire-alarm-hvac.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,7521,
knowledge-center/kc-bms.html,1,48,راهنمای کامل سیستم اتوماسیون ساختمان (BMS) صنعتی,48,151,https://pishtaj.ir/knowledge-center/kc-bms.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,2458,
knowledge-center/kc-boiler-water-treatment-scale-prevention.html,1,66,تصفیهٔ آب بویلر و پیشگیری از رسوب‌گذاری | پیشرو تجهیز فرتاک,59,148,https://pishtaj.ir/knowledge-center/kc-boiler-water-treatment-scale-prevention.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,7183,
knowledge-center/kc-butterfly-valve-offset.html,1,50,راهنمای کامل شیرهای Butterfly Valve؛ مشخصات و قیمت | پیشرو تجهیز,64,153,https://pishtaj.ir/knowledge-center/kc-butterfly-valve-offset.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,2641,
knowledge-center/kc-butterfly-valve-torque-actuator-sizing.html,1,54,گشتاور شیر Butterfly و انتخاب اکچویتور | پیشرو تجهیز فرتاک,58,150,https://pishtaj.ir/knowledge-center/kc-butterfly-valve-torque-actuator-sizing.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,7791,
knowledge-center/kc-cable-tray-cable-duct.html,1,45,راهنمای کامل کانال‌های کابل و سینی کابل صنعتی؛ مشخصات و قیمت,60,164,https://pishtaj.ir/knowledge-center/kc-cable-tray-cable-duct.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,2489,
knowledge-center/kc-cctv-camera-selection-hazardous-area.html,1,65,انتخاب دوربین CCTV ضدانفجار برای مناطق خطرناک | پیشرو تجهیز فرتاک,65,158,https://pishtaj.ir/knowledge-center/kc-cctv-camera-selection-hazardous-area.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,7211,
knowledge-center/kc-cctv.html,1,47,راهنمای کامل سیستم دوربین مداربسته صنعتی (CCTV),47,150,https://pishtaj.ir/knowledge-center/kc-cctv.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,2523,
knowledge-center/kc-cement-industry-equipment.html,1,53,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز,61,156,https://pishtaj.ir/knowledge-center/kc-cement-industry-equipment.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,6,2607,
knowledge-center/kc-cement-kiln-refractory-lining-guide.html,1,53,راهنمای نسوزکاری کورهٔ سیمان Kiln Refractory | پیشرو تجهیز فرتاک,64,147,https://pishtaj.ir/knowledge-center/kc-cement-kiln-refractory-lining-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,6884,
