file,url,folder,title,title_len,desc,desc_len,canonical,robots,h1,h1_count,h2_count,words,images,img_no_alt,internal_links,schema,hreflang,lang,sitemap,size_kb,issues
knowledge-center/article-006.html,https://pishtaj.ir/knowledge-center/article-006.html,knowledge-center,ترانسمیتر سطح هیدرواستاتیک | پیشرو تجهیز فرتاک,46,ترانسمیتر سطح هیدرواستاتیک؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,122,https://pishtaj.ir/knowledge-center/article-006.html,"index,follow",ترانسمیتر سطح هیدرواستاتیک,1,9,1724,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
knowledge-center/article-007.html,https://pishtaj.ir/knowledge-center/article-007.html,knowledge-center,کالیبراسیون ترانسمیتر دما | پیشرو تجهیز فرتاک,45,کالیبراسیون ترانسمیتر دما — روش و استاندارد؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,139,https://pishtaj.ir/knowledge-center/article-007.html,"index,follow",کالیبراسیون ترانسمیتر دما — روش و استاندارد,1,9,1728,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.2,
knowledge-center/article-008.html,https://pishtaj.ir/knowledge-center/article-008.html,knowledge-center,ترانسفورماتور قدرت | پیشرو تجهیز فرتاک,38,ترانسفورماتور قدرت — روغنی و خشک؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,128,https://pishtaj.ir/knowledge-center/article-008.html,"index,follow",ترانسفورماتور قدرت — روغنی و خشک,1,9,1728,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/article-009.html,https://pishtaj.ir/knowledge-center/article-009.html,knowledge-center,قرارداد تامین صنعتی | پیشرو تجهیز فرتاک,39,قرارداد تامین صنعتی — نکات حقوقی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,128,https://pishtaj.ir/knowledge-center/article-009.html,"index,follow",قرارداد تامین صنعتی — نکات حقوقی,1,9,1716,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/article-010.html,https://pishtaj.ir/knowledge-center/article-010.html,knowledge-center,راهنمای گمرک و ترخیص کالاهای صنعتی | پیشرو تجهیز فرتاک,54,راهنمای گمرک و ترخیص کالاهای صنعتی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,130,https://pishtaj.ir/knowledge-center/article-010.html,"index,follow",راهنمای گمرک و ترخیص کالاهای صنعتی,1,9,1722,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/article-011.html,https://pishtaj.ir/knowledge-center/article-011.html,knowledge-center,تامین تجهیزات پتروشیمی | پیشرو تجهیز فرتاک,42,تامین تجهیزات پتروشیمی — الفین و پلیمر؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,134,https://pishtaj.ir/knowledge-center/article-011.html,"index,follow",تامین تجهیزات پتروشیمی — الفین و پلیمر,1,9,1714,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.7,
knowledge-center/article-012.html,https://pishtaj.ir/knowledge-center/article-012.html,knowledge-center,تامین تجهیزات صنعت فولاد | پیشرو تجهیز فرتاک,44,تامین تجهیزات صنعت فولاد؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/industries/steel/,"index,follow",تامین تجهیزات صنعت فولاد,1,9,1719,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,canonical-mismatch
knowledge-center/article-013.html,https://pishtaj.ir/knowledge-center/article-013.html,knowledge-center,تامین تجهیزات نیروگاه سیکل ترکیبی | پیشرو تجهیز فرتاک,53,تامین تجهیزات نیروگاه سیکل ترکیبی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,129,https://pishtaj.ir/knowledge-center/article-013.html,"index,follow",تامین تجهیزات نیروگاه سیکل ترکیبی,1,9,1719,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.9,
knowledge-center/article-014.html,https://pishtaj.ir/knowledge-center/article-014.html,knowledge-center,تامین تجهیزات خطوط لوله انتقال | پیشرو تجهیز فرتاک,50,تامین تجهیزات خطوط لوله انتقال؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,126,https://pishtaj.ir/knowledge-center/article-014.html,"index,follow",تامین تجهیزات خطوط لوله انتقال,1,9,1727,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
knowledge-center/article-015.html,https://pishtaj.ir/knowledge-center/article-015.html,knowledge-center,تجهیزات پالایشگاه نفت | پیشرو تجهیز فرتاک,41,تجهیزات پالایشگاه نفت — واحد تقطیر؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,130,https://pishtaj.ir/knowledge-center/article-015.html,"index,follow",تجهیزات پالایشگاه نفت — واحد تقطیر,1,9,1714,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/article-016.html,https://pishtaj.ir/knowledge-center/article-016.html,knowledge-center,تجهیزات سیستم بخار | پیشرو تجهیز فرتاک,38,تجهیزات سیستم بخار — بویلر و تله بخار؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,133,https://pishtaj.ir/knowledge-center/article-016.html,"index,follow",تجهیزات سیستم بخار — بویلر و تله بخار,1,9,1721,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/article-017.html,https://pishtaj.ir/knowledge-center/article-017.html,knowledge-center,تامین تجهیزات صنعت سیمان | پیشرو تجهیز فرتاک,44,تامین تجهیزات صنعت سیمان؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/knowledge-center/article-017.html,"index,follow",تامین تجهیزات صنعت سیمان,1,9,1719,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.5,
knowledge-center/article-021.html,https://pishtaj.ir/knowledge-center/article-021.html,knowledge-center,انتخاب شیر برای سرویس بخار | پیشرو تجهیز فرتاک,46,انتخاب شیر برای سرویس بخار؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,122,https://pishtaj.ir/knowledge-center/article-021.html,,انتخاب شیر برای سرویس بخار,1,9,1733,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/article-023.html,https://pishtaj.ir/knowledge-center/article-023.html,knowledge-center,انتخاب شیر برای خطوط گاز | پیشرو تجهیز فرتاک,44,انتخاب شیر برای خطوط گاز؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/knowledge-center/article-023.html,,انتخاب شیر برای خطوط گاز,1,9,1732,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/article-027.html,https://pishtaj.ir/knowledge-center/article-027.html,knowledge-center,مقایسه شیر فولادی و چدنی | پیشرو تجهیز فرتاک,44,مقایسه شیر فولادی و چدنی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/knowledge-center/article-027.html,,مقایسه شیر فولادی و چدنی,1,9,1737,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.7,
knowledge-center/article-031.html,https://pishtaj.ir/knowledge-center/article-031.html,knowledge-center,مقایسه برندهای شیرآلات اروپایی و آسیایی | پیشرو تجهیز فرتاک,59,مقایسه برندهای شیرآلات اروپایی و آسیایی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,135,https://pishtaj.ir/knowledge-center/article-031.html,,مقایسه برندهای شیرآلات اروپایی و آسیایی,1,9,1738,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.2,
knowledge-center/article-041.html,https://pishtaj.ir/knowledge-center/article-041.html,knowledge-center,ترانسمیتر سطح التراسونیک | پیشرو تجهیز فرتاک,44,ترانسمیتر سطح التراسونیک؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/knowledge-center/article-041.html,,ترانسمیتر سطح التراسونیک,1,9,1729,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.9,
knowledge-center/article-052.html,https://pishtaj.ir/knowledge-center/article-052.html,knowledge-center,مقایسه برندهای ترانسمیتر صنعتی | پیشرو تجهیز فرتاک,50,مقایسه برندهای ترانسمیتر صنعتی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,126,https://pishtaj.ir/knowledge-center/article-052.html,,مقایسه برندهای ترانسمیتر صنعتی,1,9,1726,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.9,
knowledge-center/article-059.html,https://pishtaj.ir/knowledge-center/article-059.html,knowledge-center,کنتاکتور و بی متال | پیشرو تجهیز فرتاک,38,کنتاکتور و بی متال — انتخاب و نصب؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,129,https://pishtaj.ir/knowledge-center/article-059.html,,کنتاکتور و بی متال — انتخاب و نصب,1,9,1735,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/asme-b16-11-socket-weld-threaded.html,https://pishtaj.ir/knowledge-center/asme-b16-11-socket-weld-threaded.html,knowledge-center,ASME B16.11 | پیشرو تجهیز فرتاک,31,ASME B16.11 — فیتینگ Socket Weld و Threaded؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,139,https://pishtaj.ir/knowledge-center/asme-b16-11-socket-weld-threaded.html,,ASME B16.11 — فیتینگ Socket Weld و Threaded,1,8,1692,2,0,35,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,33.6,
knowledge-center/asme-b16-34.html,https://pishtaj.ir/knowledge-center/asme-b16-34.html,knowledge-center,استاندارد ASME B16.34 | پیشرو تجهیز فرتاک,41,استاندارد ASME B16.34 — شیرآلات صنعتی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,133,https://pishtaj.ir/knowledge-center/asme-b16-34.html,"index,follow",استاندارد ASME B16.34 — شیرآلات صنعتی,1,9,1718,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.9,
knowledge-center/asme-b16-5.html,https://pishtaj.ir/knowledge-center/asme-b16-5.html,knowledge-center,ASME B16.5 | پیشرو تجهیز فرتاک,30,ASME B16.5 — فلنج و اتصالات فلنجی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,129,https://pishtaj.ir/knowledge-center/asme-b16-5.html,,ASME B16.5 — فلنج و اتصالات فلنجی,1,8,1754,2,0,37,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.5,
knowledge-center/asme-b16-9.html,https://pishtaj.ir/knowledge-center/asme-b16-9.html,knowledge-center,ASME B16.9 | پیشرو تجهیز فرتاک,30,ASME B16.9 — فیتینگ جوشی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,120,https://pishtaj.ir/knowledge-center/asme-b16-9.html,,ASME B16.9 — فیتینگ جوشی,1,8,1750,2,0,37,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.3,
knowledge-center/asme-b31-1.html,https://pishtaj.ir/knowledge-center/asme-b31-1.html,knowledge-center,ASME B31.1 | پیشرو تجهیز فرتاک,30,ASME B31.1 — خطوط بخار و نیروگاهی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,129,https://pishtaj.ir/knowledge-center/asme-b31-1.html,"index,follow",ASME B31.1 — خطوط بخار و نیروگاهی,1,9,1710,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.2,
knowledge-center/asme-b31-3-process-piping-guide.html,https://pishtaj.ir/knowledge-center/asme-b31-3-process-piping-guide.html,knowledge-center,راهنمای استاندارد ASME B31.3 | پیشرو تجهیز فرتاک,48,مقاله تخصصی راهنمای استاندارد ASME B31.3 — خطوط لوله فرایندی — راهنمای جامع برای مهندسان و کارشناسان خرید تجهیزات صنعتی؛ همراه نکات قیمت و مسیر استعلام.,152,https://pishtaj.ir/knowledge-center/asme-b31-3-process-piping-guide.html,,راهنمای استاندارد ASME B31.3 — خطوط لوله فرایندی,1,9,1746,2,0,34,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.6,
knowledge-center/asme-b31-3.html,https://pishtaj.ir/knowledge-center/asme-b31-3.html,knowledge-center,ASME B31.3 | پیشرو تجهیز فرتاک,30,ASME B31.3 — خطوط لوله فرایندی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,126,https://pishtaj.ir/knowledge-center/asme-b31-3.html,"index,follow",ASME B31.3 — خطوط لوله فرایندی,1,9,1723,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/asme-b36-10-pipe-dimensions.html,https://pishtaj.ir/knowledge-center/asme-b36-10-pipe-dimensions.html,knowledge-center,استاندارد ASME B36.10 | پیشرو تجهیز فرتاک,41,جدول کامل ابعاد لوله‌های فولادی مطابق ASME B36.10 و B36.19 — قطر اسمی (NPS)، ضخامت دیواره (Schedule)، وزن؛ همراه نکات قیمت و مسیر استعلام.,138,https://pishtaj.ir/knowledge-center/asme-b36-10-pipe-dimensions.html,"index, follow",استاندارد ASME B36.10 — ابعاد لوله‌های فولادی (قطر و ضخامت),1,10,1685,2,0,37,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.7,
knowledge-center/asme-b36-19.html,https://pishtaj.ir/knowledge-center/asme-b36-19.html,knowledge-center,راهنمای ابعاد لوله طبق ASME B36.19 | پیشرو تجهیز فرتاک,54,راهنمای ابعاد لوله طبق ASME B36.19 — لوله استینلس؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,145,https://pishtaj.ir/knowledge-center/asme-b36-19.html,"index,follow",راهنمای ابعاد لوله طبق ASME B36.19 — لوله استینلس,1,8,1695,2,0,35,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.3,
knowledge-center/astm-a105-astm-a350-lf2.html,https://pishtaj.ir/knowledge-center/astm-a105-astm-a350-lf2.html,knowledge-center,مقایسه ASTM A105 و ASTM A350 LF2 | پیشرو تجهیز فرتاک,52,مقایسه ASTM A105 و ASTM A350 LF2؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,128,https://pishtaj.ir/knowledge-center/astm-a105-astm-a350-lf2.html,"index,follow",مقایسه ASTM A105 و ASTM A350 LF2,1,9,1738,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.7,
knowledge-center/astm-a105-vs-a234.html,https://pishtaj.ir/knowledge-center/astm-a105-vs-a234.html,knowledge-center,مقایسه ASTM A105 و ASTM A234 در پایپینگ | پیشرو تجهیز فرتاک,59,مقاله تخصصی مقایسه ASTM A105 و ASTM A234 در پایپینگ — راهنمای جامع برای مهندسان و کارشناسان خرید تجهیزات صنعتی؛ همراه نکات قیمت و مسیر استعلام.,143,https://pishtaj.ir/knowledge-center/astm-a105-vs-a234.html,,مقایسه ASTM A105 و ASTM A234 در پایپینگ,1,10,1786,2,0,40,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
knowledge-center/astm-a105.html,https://pishtaj.ir/knowledge-center/astm-a105.html,knowledge-center,ASTM A105 | پیشرو تجهیز فرتاک,29,ASTM A105 — فلنج و فیتینگ فورج شده؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,130,https://pishtaj.ir/knowledge-center/astm-a105.html,"index,follow",ASTM A105 — فلنج و فیتینگ فورج شده,1,9,1733,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,title-short
knowledge-center/astm-a106-a53.html,https://pishtaj.ir/knowledge-center/astm-a106-a53.html,knowledge-center,مقایسه ASTM A106 و A53 | پیشرو تجهیز فرتاک,42,مقایسه ASTM A106 و A53؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,118,https://pishtaj.ir/knowledge-center/astm-a106-a53.html,,مقایسه ASTM A106 و A53,1,9,1769,2,0,42,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
knowledge-center/astm-a179.html,https://pishtaj.ir/knowledge-center/astm-a179.html,knowledge-center,راهنمای لوله ASTM A179 | پیشرو تجهیز فرتاک,42,راهنمای لوله ASTM A179 — مبدل حرارتی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,132,https://pishtaj.ir/knowledge-center/astm-a179.html,,راهنمای لوله ASTM A179 — مبدل حرارتی,1,8,1697,2,0,35,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,33.8,
knowledge-center/astm-a182-f304-f316.html,https://pishtaj.ir/knowledge-center/astm-a182-f304-f316.html,knowledge-center,ASTM A182 F304/F316 | پیشرو تجهیز فرتاک,39,ASTM A182 F304/F316 — فلنج آلیاژی فورج؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,134,https://pishtaj.ir/knowledge-center/astm-a182-f304-f316.html,"index,follow",ASTM A182 F304/F316 — فلنج آلیاژی فورج,1,9,1728,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.7,
knowledge-center/astm-a209.html,https://pishtaj.ir/knowledge-center/astm-a209.html,knowledge-center,راهنمای لوله ASTM A209 | پیشرو تجهیز فرتاک,42,راهنمای لوله ASTM A209 — لوله آلیاژی مبدل؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,137,https://pishtaj.ir/knowledge-center/astm-a209.html,,راهنمای لوله ASTM A209 — لوله آلیاژی مبدل,1,9,1738,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/astm-a213.html,https://pishtaj.ir/knowledge-center/astm-a213.html,knowledge-center,لوله ASTM A213 | پیشرو تجهیز فرتاک,34,لوله ASTM A213 — لوله آلیاژی بویلر؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,130,https://pishtaj.ir/knowledge-center/astm-a213.html,,لوله ASTM A213 — لوله آلیاژی بویلر,1,9,1738,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/astm-a234-wpb.html,https://pishtaj.ir/knowledge-center/astm-a234-wpb.html,knowledge-center,ASTM A234 WPB | پیشرو تجهیز فرتاک,33,ASTM A234 WPB — فیتینگ جوشی کربن استیل؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,134,https://pishtaj.ir/knowledge-center/astm-a234-wpb.html,"index,follow",ASTM A234 WPB — فیتینگ جوشی کربن استیل,1,9,1733,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.6,
knowledge-center/astm-a312.html,https://pishtaj.ir/knowledge-center/astm-a312.html,knowledge-center,راهنمای لوله ASTM A312 | پیشرو تجهیز فرتاک,42,راهنمای لوله ASTM A312 — لوله استینلس استیل بدون درز و جوشی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,155,https://pishtaj.ir/knowledge-center/astm-a312.html,"index,follow",راهنمای لوله ASTM A312 — لوله استینلس استیل بدون درز و جوشی,1,9,1737,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
knowledge-center/astm-a335-p11-p22-p91.html,https://pishtaj.ir/knowledge-center/astm-a335-p11-p22-p91.html,knowledge-center,"لوله آلیاژی ASTM A335 P11, P22, P91 | پیشرو تجهیز فرتاک",55,"لوله آلیاژی ASTM A335 P11, P22, P91 — مشخصات فنی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.",144,https://pishtaj.ir/knowledge-center/astm-a335-p11-p22-p91.html,"index,follow","لوله آلیاژی ASTM A335 P11, P22, P91 — مشخصات فنی",1,8,1696,2,0,35,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.2,
knowledge-center/astm-a335-p91.html,https://pishtaj.ir/knowledge-center/astm-a335-p91.html,knowledge-center,لوله ASTM A335 P91 | پیشرو تجهیز فرتاک,38,لوله ASTM A335 P91 — مشخصات کامل؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,128,https://pishtaj.ir/knowledge-center/astm-a335-p91.html,,لوله ASTM A335 P91 — مشخصات کامل,1,8,1691,2,0,35,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,33.7,
knowledge-center/astm-a403-wp304-wp316.html,https://pishtaj.ir/knowledge-center/astm-a403-wp304-wp316.html,knowledge-center,ASTM A403 WP304/WP316 | پیشرو تجهیز فرتاک,41,ASTM A403 WP304/WP316 — فیتینگ استینلس؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,134,https://pishtaj.ir/knowledge-center/astm-a403-wp304-wp316.html,"index,follow",ASTM A403 WP304/WP316 — فیتینگ استینلس,1,9,1735,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.8,
knowledge-center/astm-a53-gr-b.html,https://pishtaj.ir/knowledge-center/astm-a53-gr-b.html,knowledge-center,مشخصات لوله ASTM A53 Gr.B | پیشرو تجهیز فرتاک,45,مشخصات لوله ASTM A53 Gr.B — کاربردهای صنعتی؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,139,https://pishtaj.ir/knowledge-center/astm-a53-gr-b.html,"index,follow",مشخصات لوله ASTM A53 Gr.B — کاربردهای صنعتی,1,8,1720,2,0,36,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.5,
knowledge-center/astm-jis.html,https://pishtaj.ir/knowledge-center/astm-jis.html,knowledge-center,مقایسه استاندارد ASTM و JIS در پایپینگ | پیشرو تجهیز فرتاک,58,مقایسه استاندارد ASTM و JIS در پایپینگ؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,134,https://pishtaj.ir/knowledge-center/astm-jis.html,,مقایسه استاندارد ASTM و JIS در پایپینگ,1,9,1743,2,0,41,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,35.9,
knowledge-center/astm-piping-standards-guide.html,https://pishtaj.ir/knowledge-center/astm-piping-standards-guide.html,knowledge-center,راهنمای استانداردهای ASTM در پایپینگ | پیشرو تجهیز فرتاک,56,مقاله تخصصی راهنمای استانداردهای ASTM در پایپینگ — راهنمای جامع برای مهندسان و کارشناسان خرید تجهیزات صنعتی؛ همراه نکات قیمت و مسیر استعلام.,140,https://pishtaj.ir/knowledge-center/astm-piping-standards-guide.html,,راهنمای استانداردهای ASTM در پایپینگ,1,9,1743,2,0,34,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.5,
knowledge-center/atex-iecex-hazardous-area-guide.html,https://pishtaj.ir/knowledge-center/atex-iecex-hazardous-area-guide.html,knowledge-center,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,48,مقاله تخصصی راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک — راهنمای جامع برای مهندسان و کارشناسان خرید تجهیزات صنعتی؛ همراه نکات قیمت و مسیر استعلام.,152,https://pishtaj.ir/knowledge-center/atex-iecex-hazardous-area-guide.html,,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,1,9,1745,2,0,33,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,34.5,
knowledge-center/ball-valve-api-6d.html,https://pishtaj.ir/knowledge-center/ball-valve-api-6d.html,knowledge-center,Ball Valve API 6D | پیشرو تجهیز فرتاک,37,Ball Valve API 6D — انواع و انتخاب؛ کاربردها، استانداردهای کلیدی، نکات انتخاب فنی، قیمت و مسیر استعلام برای پروژه‌های صنعتی و EPC.,130,https://pishtaj.ir/knowledge-center/ball-valve-api-6d.html,"index,follow",Ball Valve API 6D — انواع و انتخاب,1,8,1777,2,0,38,Article|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-knowledge-center.xml,36.1,
