file,url,folder,title,words,inbound,outbound
knowledge-center/kc-protective-relay-coordination-curve.html,https://pishtaj.ir/knowledge-center/kc-protective-relay-coordination-curve.html,knowledge-center,منحنی هماهنگی رله‌های حفاظتی (Coordination) | پیشرو تجهیز فرتاک,1675,2,25
knowledge-center/kc-dcs-redundancy-architecture-guide.html,https://pishtaj.ir/knowledge-center/kc-dcs-redundancy-architecture-guide.html,knowledge-center,معماری افزونگی (Redundancy) سیستم DCS | پیشرو تجهیز فرتاک,1673,2,26
knowledge-center/kc-boiler-water-treatment-scale-prevention.html,https://pishtaj.ir/knowledge-center/kc-boiler-water-treatment-scale-prevention.html,knowledge-center,تصفیهٔ آب بویلر و پیشگیری از رسوب‌گذاری | پیشرو تجهیز فرتاک,1671,2,25
knowledge-center/kc-api-5l-psl-charpy-impact-test.html,https://pishtaj.ir/knowledge-center/kc-api-5l-psl-charpy-impact-test.html,knowledge-center,تست ضربه شارپی لوله API 5L PSL2 | پیشرو تجهیز فرتاک,1670,2,26
knowledge-center/kc-steel-continuous-casting-mold-cooling.html,https://pishtaj.ir/knowledge-center/kc-steel-continuous-casting-mold-cooling.html,knowledge-center,خنک‌کاری قالب ریخته‌گری مداوم فولاد | پیشرو تجهیز فرتاک,1670,2,25
knowledge-center/kc-a335-pwht-post-weld-heat-treatment.html,https://pishtaj.ir/knowledge-center/kc-a335-pwht-post-weld-heat-treatment.html,knowledge-center,عملیات حرارتی پس از جوش (PWHT) لوله A335 | پیشرو تجهیز فرتاک,1663,2,26
knowledge-center/kc-control-valve-noise-prediction-iec-60534.html,https://pishtaj.ir/knowledge-center/kc-control-valve-noise-prediction-iec-60534.html,knowledge-center,پیش‌بینی نویز آیرودینامیک کنترل ولو IEC 60534 | پیشرو تجهیز فرتاک,1661,2,26
knowledge-center/kc-ups.html,https://pishtaj.ir/knowledge-center/kc-ups.html,knowledge-center,راهنمای کامل سیستم UPS و باتری صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1656,2,23
knowledge-center/kc-load-cell.html,https://pishtaj.ir/knowledge-center/kc-load-cell.html,knowledge-center,راهنمای کامل لودسل (Load Cell) و سیستم توزین صنعتی,1647,2,22
knowledge-center/kc-level-measurement-6-methods.html,https://pishtaj.ir/knowledge-center/kc-level-measurement-6-methods.html,knowledge-center,راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,1646,2,23
knowledge-center/kc-offshore.html,https://pishtaj.ir/knowledge-center/kc-offshore.html,knowledge-center,راهنمای کامل تجهیزات صنایع نفت و گاز فراساحل (Offshore),1641,2,23
knowledge-center/kc-ct-pt.html,https://pishtaj.ir/knowledge-center/kc-ct-pt.html,knowledge-center,راهنمای کامل ترانسفورماتورهای جریان (CT) و ولتاژ (PT),1640,2,22
blog/pressure-vessels-asme.html,https://pishtaj.ir/blog/pressure-vessels-asme.html,blog,راهنمای جامع مخازن تحت فشار (Pressure Vessels),1628,2,24
knowledge-center/kc-water-wastewater-treatment.html,https://pishtaj.ir/knowledge-center/kc-water-wastewater-treatment.html,knowledge-center,راهنمای کامل سیستم تصفیه آب و پساب صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1628,2,23
knowledge-center/kc-bms.html,https://pishtaj.ir/knowledge-center/kc-bms.html,knowledge-center,راهنمای کامل سیستم اتوماسیون ساختمان (BMS) صنعتی,1610,2,22
knowledge-center/kc-led.html,https://pishtaj.ir/knowledge-center/kc-led.html,knowledge-center,راهنمای کامل سیستم روشنایی صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1610,2,22
knowledge-center/kc-gauge-absolute-differential.html,https://pishtaj.ir/knowledge-center/kc-gauge-absolute-differential.html,knowledge-center,راهنمای کامل ترانسمیتر فشار؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1609,2,23
knowledge-center/kc-api-5l-x60-pipeline-design-factor.html,https://pishtaj.ir/knowledge-center/kc-api-5l-x60-pipeline-design-factor.html,knowledge-center,ضریب طراحی لولهٔ API 5L X60 طبق ASME B31.8 | پیشرو تجهیز فرتاک,1607,2,25
knowledge-center/kc-industrial-equipment-export.html,https://pishtaj.ir/knowledge-center/kc-industrial-equipment-export.html,knowledge-center,راهنمای کامل صادرات تجهیزات صنعتی به بازارهای بین‌المللی,1607,2,27
knowledge-center/kc-cable-tray-cable-duct.html,https://pishtaj.ir/knowledge-center/kc-cable-tray-cable-duct.html,knowledge-center,راهنمای کامل کانال‌های کابل و سینی کابل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1604,2,22
knowledge-center/kc-earthing.html,https://pishtaj.ir/knowledge-center/kc-earthing.html,knowledge-center,راهنمای کامل سیستم اتصال به زمین (Earthing) پست‌های برق,1595,2,23
knowledge-center/kc-nitrogen-air-natural-gas.html,https://pishtaj.ir/knowledge-center/kc-nitrogen-air-natural-gas.html,knowledge-center,"راهنمای کامل سیستم گازرسانی صنعتی (Nitrogen, Air, Natural Gas)",1595,2,23
knowledge-center/kc-sulfur-recovery.html,https://pishtaj.ir/knowledge-center/kc-sulfur-recovery.html,knowledge-center,راهنمای کامل تجهیزات واحد بازیافت گوگرد (Sulfur Recovery),1587,2,23
knowledge-center/kc-cooling-water.html,https://pishtaj.ir/knowledge-center/kc-cooling-water.html,knowledge-center,راهنمای کامل سیستم آب خنک‌کننده صنعتی (Cooling Water),1584,2,23
knowledge-center/kc-ngl-recovery.html,https://pishtaj.ir/knowledge-center/kc-ngl-recovery.html,knowledge-center,راهنمای کامل تجهیزات خطوط انتقال گاز (NGL Recovery),1584,2,23
knowledge-center/kc-pm.html,https://pishtaj.ir/knowledge-center/kc-pm.html,knowledge-center,راهنمای کامل نگهداری و تعمیرات (PM) تجهیزات صنعتی,1579,2,22
knowledge-center/kc-sulfur-recovery-unit-sru.html,https://pishtaj.ir/knowledge-center/kc-sulfur-recovery-unit-sru.html,knowledge-center,راهنمای کامل تجهیزات گوگردزدا (Sulfur Recovery Unit - SRU),1577,2,23
knowledge-center/kc-desalter.html,https://pishtaj.ir/knowledge-center/kc-desalter.html,knowledge-center,راهنمای کامل تجهیزات نمک‌زدایی نفت خام (Desalter),1572,2,23
knowledge-center/kc-industrial-laboratory-equipment.html,https://pishtaj.ir/knowledge-center/kc-industrial-laboratory-equipment.html,knowledge-center,راهنمای کامل تجهیزات آزمایشگاهی صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1571,2,27
knowledge-center/kc-fcc-unit.html,https://pishtaj.ir/knowledge-center/kc-fcc-unit.html,knowledge-center,راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),1568,2,23
blog/gas-detection.html,https://pishtaj.ir/blog/gas-detection.html,blog,راهنمای جامع سیستم‌های تشخیص گاز صنعتی (Gas Detection),1555,2,23
blog/rfq-procurement-guide.html,https://pishtaj.ir/blog/rfq-procurement-guide.html,blog,راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی,1334,2,23
blog/compressors-air-systems/index.html,https://pishtaj.ir/blog/compressors-air-systems/index.html,blog,نکات تامین کمپرسور صنعتی و تجهیزات هوای فشرده | پیشرو تجهیز فرتاک,1010,2,29
blog/industrial-valves-selection/index.html,https://pishtaj.ir/blog/industrial-valves-selection/index.html,blog,راهنمای انتخاب ولو صنعتی برای سرویس‌های فرایندی,957,2,29
suppliers/epc-project-supply.html,https://pishtaj.ir/suppliers/epc-project-supply.html,suppliers,تامین کالای پروژه EPC؛ قیمت و استعلام | پیشرو تجهیز فرتاک,908,2,22
blog/instrumentation-checklist/index.html,https://pishtaj.ir/blog/instrumentation-checklist/index.html,blog,چک‌لیست خرید تجهیزات ابزار دقیق | پیشرو تجهیز فرتاک,884,2,30
blog/pumps-procurement-guide/index.html,https://pishtaj.ir/blog/pumps-procurement-guide/index.html,blog,راهنمای تامین پمپ صنعتی و قطعات یدکی | پیشرو تجهیز فرتاک,874,2,28
suppliers/refinery-supplier.html,https://pishtaj.ir/suppliers/refinery-supplier.html,suppliers,تامین‌کننده تجهیزات پالایشگاهی؛ قیمت و استعلام | پیشرو تجهیز فرتاک,855,2,23
about/organizational-chart/index.html,https://pishtaj.ir/about/organizational-chart/index.html,about,چارت سازمانی | پیشرو تجهیز فرتاک,687,2,25
suppliers/pipe-supplier.html,https://pishtaj.ir/suppliers/pipe-supplier.html,suppliers,تامین‌کننده لوله صنعتی؛ قیمت و استعلام | پیشرو تجهیز فرتاک,642,2,22
suppliers/petrochemical-valve-supplier.html,https://pishtaj.ir/suppliers/petrochemical-valve-supplier.html,suppliers,تامین‌کننده شیرآلات پتروشیمی؛ قیمت و استعلام | پیشرو تجهیز فرتاک,636,2,21
about/management-message/index.html,https://pishtaj.ir/about/management-message/index.html,about,پیام مدیریت | پیشرو تجهیز فرتاک,610,2,25
suppliers/gasket-supplier.html,https://pishtaj.ir/suppliers/gasket-supplier.html,suppliers,تامین‌کننده گسکت صنعتی؛ قیمت و استعلام | پیشرو تجهیز فرتاک,606,2,22
suppliers/fittings-supplier.html,https://pishtaj.ir/suppliers/fittings-supplier.html,suppliers,تامین‌کننده اتصالات صنعتی؛ قیمت و استعلام | پیشرو تجهیز فرتاک,592,2,22
services/products/ansi-process-pump.html,https://pishtaj.ir/services/products/ansi-process-pump.html,services,خرید و تامین پمپ ANSI Process مطابق ASME B73.1,1929,3,9
services/products/process-gas-analyzer-system.html,https://pishtaj.ir/services/products/process-gas-analyzer-system.html,services,خرید و تامین سیستم آنالایزر گاز فرایندی؛ Extractive و In-situ,1922,3,9
services/products/industrial-burner.html,https://pishtaj.ir/services/products/industrial-burner.html,services,خرید و تامین مشعل صنعتی؛ Gas/Oil/Dual Fuel Burner و BMS,1920,3,8
services/products/diaphragm-seal.html,https://pishtaj.ir/services/products/diaphragm-seal.html,services,خرید و تامین دیافراگم سیل و Remote Seal برای ترانسمیتر و گیج,1898,3,9
services/products/online-water-quality-analyzer.html,https://pishtaj.ir/services/products/online-water-quality-analyzer.html,services,خرید و تامین آنالایزر آنلاین کیفیت آب؛ pH، Conductivity، Turbidity،,1889,3,9
brands/emerson-rosemount.html,https://pishtaj.ir/brands/emerson-rosemount.html,brands,سورسینگ و تامین روزمونت / امرسون؛ نمایندگی و اصالت | پیشرو تجهیز فرتاک,1883,3,11
services/products/fixed-gas-detector.html,https://pishtaj.ir/services/products/fixed-gas-detector.html,services,خرید و تامین دتکتور گاز ثابت صنعتی؛ H2S، LEL، O2، CO,1882,3,9
knowledge-center/kc-psv.html,https://pishtaj.ir/knowledge-center/kc-psv.html,knowledge-center,راهنمای کامل شیرهای اطمینان (PSV)؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1869,3,24
services/products/positive-displacement-pump.html,https://pishtaj.ir/services/products/positive-displacement-pump.html,services,خرید و تامین پمپ جابجایی مثبت؛ Screw، Gear و Lobe Pump,1864,3,9
services/products/explosion-proof-lighting.html,https://pishtaj.ir/services/products/explosion-proof-lighting.html,services,خرید و تامین چراغ ضدانفجار LED؛ ATEX، IECEx، Zone 1/2,1856,3,8
services/products/a333-low-temperature-pipe.html,https://pishtaj.ir/services/products/a333-low-temperature-pipe.html,services,خرید و تامین لوله دمای پایین ASTM A333 Gr.6,1852,3,9
services/products/forged-fittings.html,https://pishtaj.ir/services/products/forged-fittings.html,services,خرید و تامین فیتینگ فورج ASME B16.11؛ Socket Weld و Threaded,1846,3,16
knowledge-center/nde-inspection-pipe-flange.html,https://pishtaj.ir/knowledge-center/nde-inspection-pipe-flange.html,knowledge-center,راهنمای بازرسی NDE لوله و فلنج صنعتی | پیشرو تجهیز فرتاک,1832,3,32
services/products/industrial-strainer-filter.html,https://pishtaj.ir/services/products/industrial-strainer-filter.html,services,خرید و تامین Y Strainer، Basket Strainer و فیلتر صنعتی,1827,3,8
knowledge-center/kc-astm-a106-gr.html,https://pishtaj.ir/knowledge-center/kc-astm-a106-gr.html,knowledge-center,راهنمای کامل مشخصات فنی لوله ASTM A106 Gr.B؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1819,3,23
knowledge-center/magmeter.html,https://pishtaj.ir/knowledge-center/magmeter.html,knowledge-center,فلومتر مغناطیسی (Magmeter) | پیشرو تجهیز فرتاک,1819,3,28
knowledge-center/contactor-bimetal-guide.html,https://pishtaj.ir/knowledge-center/contactor-bimetal-guide.html,knowledge-center,راهنمای کنتاکتور و بی متال در برق صنعتی | پیشرو تجهیز فرتاک,1816,3,31
services/products/slurry-pump.html,https://pishtaj.ir/services/products/slurry-pump.html,services,خرید و تامین پمپ اسلاری؛ Slurry Pump معدنی و صنعتی,1816,3,8
services/products/plate-heat-exchanger.html,https://pishtaj.ir/services/products/plate-heat-exchanger.html,services,خرید و تامین مبدل حرارتی صفحه‌ای Gasketed و Brazed,1815,3,8
services/products/pipe-supports-spring-hangers.html,https://pishtaj.ir/services/products/pipe-supports-spring-hangers.html,services,خرید و تامین ساپورت پایپینگ، Spring Hanger و Pipe Shoe,1814,3,8
knowledge-center/kc-erw-hfw.html,https://pishtaj.ir/knowledge-center/kc-erw-hfw.html,knowledge-center,راهنمای کامل لوله‌های جوشی ERW و HFW؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1812,3,24
knowledge-center/kc-pipeline-corrosion-prevention.html,https://pishtaj.ir/knowledge-center/kc-pipeline-corrosion-prevention.html,knowledge-center,راهنمای کامل خوردگی در خطوط لوله و روش‌های پیشگیری,1810,3,23
knowledge-center/kc-hydraulic-control-valves.html,https://pishtaj.ir/knowledge-center/kc-hydraulic-control-valves.html,knowledge-center,راهنمای کامل شیرهای کنترل هیدرولیک؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1806,3,28
knowledge-center/dual-plate-check-valve.html,https://pishtaj.ir/knowledge-center/dual-plate-check-valve.html,knowledge-center,راهنمای شیرهای Dual Plate Check Valve | پیشرو تجهیز فرتاک,1805,3,32
knowledge-center/flange-material-selection-guide.html,https://pishtaj.ir/knowledge-center/flange-material-selection-guide.html,knowledge-center,راهنمای جنس و متریال فلنج صنعتی بر اساس کلاس فشار و سیال,1802,3,32
knowledge-center/high-pressure-equipment-guide.html,https://pishtaj.ir/knowledge-center/high-pressure-equipment-guide.html,knowledge-center,راهنمای تجهیزات فشار قوی و فوق‌العاده صنعتی | پیشرو تجهیز فرتاک,1796,3,30
knowledge-center/valve-brands-comparison-guide.html,https://pishtaj.ir/knowledge-center/valve-brands-comparison-guide.html,knowledge-center,راهنمای مقایسه برندهای شیرآلات صنعتی | پیشرو تجهیز فرتاک,1787,3,31
knowledge-center/kc-pipeline-welding-standards.html,https://pishtaj.ir/knowledge-center/kc-pipeline-welding-standards.html,knowledge-center,راهنمای کامل جوشکاری خطوط لوله؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1782,3,23
knowledge-center/quality-assurance-supply-guide.html,https://pishtaj.ir/knowledge-center/quality-assurance-supply-guide.html,knowledge-center,راهنمای تضمین کیفیت در تامین تجهیزات صنعتی | پیشرو تجهیز فرتاک,1780,3,29
knowledge-center/incoterms-industrial-trade-guide.html,https://pishtaj.ir/knowledge-center/incoterms-industrial-trade-guide.html,knowledge-center,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,1778,3,29
knowledge-center/ball-valve-api-6d.html,https://pishtaj.ir/knowledge-center/ball-valve-api-6d.html,knowledge-center,Ball Valve API 6D | پیشرو تجهیز فرتاک,1777,3,26
knowledge-center/international-supply-contract-guide.html,https://pishtaj.ir/knowledge-center/international-supply-contract-guide.html,knowledge-center,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,1776,3,29
knowledge-center/kc-304-316.html,https://pishtaj.ir/knowledge-center/kc-304-316.html,knowledge-center,راهنمای کامل لوله‌های استینلس استیل 304 و 316؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1776,3,22
services/products/earthing-lightning-protection.html,https://pishtaj.ir/services/products/earthing-lightning-protection.html,services,خرید و تامین سیستم ارتینگ و حفاظت صاعقه؛ IEC 62305 و IEEE 80,1776,3,9
knowledge-center/vcb.html,https://pishtaj.ir/knowledge-center/vcb.html,knowledge-center,کلید وکیوم (VCB) | پیشرو تجهیز فرتاک,1774,3,27
knowledge-center/kc-gate-valve-wedge-sticking-troubleshooting.html,https://pishtaj.ir/knowledge-center/kc-gate-valve-wedge-sticking-troubleshooting.html,knowledge-center,گیرکردن گوه شیر دروازه‌ای | پیشرو تجهیز فرتاک,1773,3,28
knowledge-center/soft-starter-guide.html,https://pishtaj.ir/knowledge-center/soft-starter-guide.html,knowledge-center,راهنمای سافت استارتر در کنترل موتورهای صنعتی | پیشرو تجهیز فرتاک,1773,3,25
knowledge-center/nace-mr0175.html,https://pishtaj.ir/knowledge-center/nace-mr0175.html,knowledge-center,استاندارد NACE MR0175 در لوله و فلنج | پیشرو تجهیز فرتاک,1772,3,31
knowledge-center/astm-a106-a53.html,https://pishtaj.ir/knowledge-center/astm-a106-a53.html,knowledge-center,مقایسه ASTM A106 و A53 | پیشرو تجهیز فرتاک,1769,3,31
knowledge-center/vfd.html,https://pishtaj.ir/knowledge-center/vfd.html,knowledge-center,درایو فرکانس متغیر VFD | پیشرو تجهیز فرتاک,1767,3,27
knowledge-center/kc-butterfly-valve-torque-actuator-sizing.html,https://pishtaj.ir/knowledge-center/kc-butterfly-valve-torque-actuator-sizing.html,knowledge-center,گشتاور شیر Butterfly و انتخاب اکچویتور | پیشرو تجهیز فرتاک,1766,3,27
knowledge-center/diaphragm-seal-guide.html,https://pishtaj.ir/knowledge-center/diaphragm-seal-guide.html,knowledge-center,راهنمای سیل جداکننده (Diaphragm Seal) در ابزار دقیق,1758,3,25
knowledge-center/kc-vfd-harmonic-distortion-mitigation.html,https://pishtaj.ir/knowledge-center/kc-vfd-harmonic-distortion-mitigation.html,knowledge-center,کاهش هارمونیک ناشی از درایو VFD | پیشرو تجهیز فرتاک,1754,3,27
knowledge-center/dpt.html,https://pishtaj.ir/knowledge-center/dpt.html,knowledge-center,ترانسمیتر اختلاف فشار DPT | پیشرو تجهیز فرتاک,1750,3,25
knowledge-center/pneumatic-actuator-rack-pinion.html,https://pishtaj.ir/knowledge-center/pneumatic-actuator-rack-pinion.html,knowledge-center,محرک پنوماتیک (Pneumatic Actuator) | پیشرو تجهیز فرتاک,1748,3,26
knowledge-center/kc-radar-level-transmitter-tank-installation.html,https://pishtaj.ir/knowledge-center/kc-radar-level-transmitter-tank-installation.html,knowledge-center,نصب صحیح ترانسمیتر سطح راداری در مخازن | پیشرو تجهیز فرتاک,1746,3,27
knowledge-center/ups-industrial-guide.html,https://pishtaj.ir/knowledge-center/ups-industrial-guide.html,knowledge-center,راهنمای UPS صنعتی | پیشرو تجهیز فرتاک,1746,3,25
knowledge-center/astm-piping-standards-guide.html,https://pishtaj.ir/knowledge-center/astm-piping-standards-guide.html,knowledge-center,راهنمای استانداردهای ASTM در پایپینگ | پیشرو تجهیز فرتاک,1743,3,25
knowledge-center/hydrostatic-test-pipe-guide.html,https://pishtaj.ir/knowledge-center/hydrostatic-test-pipe-guide.html,knowledge-center,راهنمای تست هیدرواستاتیک لوله | پیشرو تجهیز فرتاک,1743,3,26
knowledge-center/api-5l-x70.html,https://pishtaj.ir/knowledge-center/api-5l-x70.html,knowledge-center,لوله API 5L X70 | پیشرو تجهیز فرتاک,1742,3,30
knowledge-center/instrument-calibration-standards.html,https://pishtaj.ir/knowledge-center/instrument-calibration-standards.html,knowledge-center,راهنمای استانداردهای کالیبراسیون ابزار دقیق | پیشرو تجهیز فرتاک,1742,3,25
knowledge-center/kc-psv-set-pressure-blowdown-adjustment.html,https://pishtaj.ir/knowledge-center/kc-psv-set-pressure-blowdown-adjustment.html,knowledge-center,تنظیم فشار ست و Blowdown شیر اطمینان PSV | پیشرو تجهیز فرتاک,1742,3,26
knowledge-center/api-600.html,https://pishtaj.ir/knowledge-center/api-600.html,knowledge-center,راهنمای شیر دروازه‌ای API 600 | پیشرو تجهیز فرتاک,1741,3,30
knowledge-center/distribution-transformer.html,https://pishtaj.ir/knowledge-center/distribution-transformer.html,knowledge-center,ترانسفورماتور توزیع (Distribution Transformer),1741,3,26
knowledge-center/plug-valve-lubricated-non-lubricated.html,https://pishtaj.ir/knowledge-center/plug-valve-lubricated-non-lubricated.html,knowledge-center,راهنمای Plug Valve | پیشرو تجهیز فرتاک,1740,3,31
knowledge-center/pmi-testing-guide.html,https://pishtaj.ir/knowledge-center/pmi-testing-guide.html,knowledge-center,راهنمای تست PMI در بازرسی تجهیزات صنعتی | پیشرو تجهیز فرتاک,1740,3,23
knowledge-center/api-610.html,https://pishtaj.ir/knowledge-center/api-610.html,knowledge-center,API 610 | پیشرو تجهیز فرتاک,1738,3,24
knowledge-center/astm-a105-astm-a350-lf2.html,https://pishtaj.ir/knowledge-center/astm-a105-astm-a350-lf2.html,knowledge-center,مقایسه ASTM A105 و ASTM A350 LF2 | پیشرو تجهیز فرتاک,1738,3,30
knowledge-center/kc-erw-hfw-weld-seam-inspection.html,https://pishtaj.ir/knowledge-center/kc-erw-hfw-weld-seam-inspection.html,knowledge-center,بازرسی درز جوش لوله ERW و HFW | پیشرو تجهیز فرتاک,1737,3,27
knowledge-center/a333-gr-6.html,https://pishtaj.ir/knowledge-center/a333-gr-6.html,knowledge-center,راهنمای کامل لوله A333 Gr.6 برای دمای پایین؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1735,3,25
knowledge-center/kc-washer.html,https://pishtaj.ir/knowledge-center/kc-washer.html,knowledge-center,راهنمای کامل واشر (Washer) در اتصالات صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1726,3,22
knowledge-center/asme-b31-3.html,https://pishtaj.ir/knowledge-center/asme-b31-3.html,knowledge-center,ASME B31.3 | پیشرو تجهیز فرتاک,1723,3,30
knowledge-center/shutdown.html,https://pishtaj.ir/knowledge-center/shutdown.html,knowledge-center,تجهیزات Shutdown و اورهال صنعتی | پیشرو تجهیز فرتاک,1722,3,29
knowledge-center/incoterms-2024.html,https://pishtaj.ir/knowledge-center/incoterms-2024.html,knowledge-center,Incoterms 2024 | پیشرو تجهیز فرتاک,1721,3,29
knowledge-center/kc-lap-joint-stub-end-rotation-installation.html,https://pishtaj.ir/knowledge-center/kc-lap-joint-stub-end-rotation-installation.html,knowledge-center,نصب و چرخش صحیح فلنج Lap Joint روی Stub End | پیشرو تجهیز فرتاک,1721,3,25
knowledge-center/asme-b16-34.html,https://pishtaj.ir/knowledge-center/asme-b16-34.html,knowledge-center,استاندارد ASME B16.34 | پیشرو تجهیز فرتاک,1718,3,30
knowledge-center/gas-control-valve-sizing-guide.html,https://pishtaj.ir/knowledge-center/gas-control-valve-sizing-guide.html,knowledge-center,سایزینگ کنترل ولو گاز چیست؟ نکات انتخاب Gas Control Valve,1717,3,14
knowledge-center/erw.html,https://pishtaj.ir/knowledge-center/erw.html,knowledge-center,مقایسه لوله جوشی ERW و لوله اسپیرال | پیشرو تجهیز فرتاک,1714,3,26
knowledge-center/asme-b31-1.html,https://pishtaj.ir/knowledge-center/asme-b31-1.html,knowledge-center,ASME B31.1 | پیشرو تجهیز فرتاک,1710,3,29
knowledge-center/o2-co2-h2s.html,https://pishtaj.ir/knowledge-center/o2-co2-h2s.html,knowledge-center,آنالایزر گاز صنعتی | پیشرو تجهیز فرتاک,1708,3,25
knowledge-center/kc-sawh-vs-lsaw-comparison.html,https://pishtaj.ir/knowledge-center/kc-sawh-vs-lsaw-comparison.html,knowledge-center,مقایسه لوله اسپیرال SAWH و LSAW | پیشرو تجهیز فرتاک,1707,3,26
knowledge-center/kc-mv-switchgear-arc-flash-study.html,https://pishtaj.ir/knowledge-center/kc-mv-switchgear-arc-flash-study.html,knowledge-center,مطالعهٔ قوس الکتریکی تابلوهای فشار متوسط | پیشرو تجهیز فرتاک,1700,3,26
knowledge-center/mccb-circuit-breaker-guide.html,https://pishtaj.ir/knowledge-center/mccb-circuit-breaker-guide.html,knowledge-center,راهنمای کلید کامپکت MCCB | پیشرو تجهیز فرتاک,1699,3,27
knowledge-center/schedule-sch-40-80-160.html,https://pishtaj.ir/knowledge-center/schedule-sch-40-80-160.html,knowledge-center,راهنمای ضخامت دیواره لوله (Schedule) | پیشرو تجهیز فرتاک,1697,3,25
knowledge-center/ups-nicd-li-ion.html,https://pishtaj.ir/knowledge-center/ups-nicd-li-ion.html,knowledge-center,UPS باتری NiCd و Li-ion | پیشرو تجهیز فرتاک,1697,3,25
knowledge-center/kc-load-cell-calibration-procedure.html,https://pishtaj.ir/knowledge-center/kc-load-cell-calibration-procedure.html,knowledge-center,کالیبراسیون لودسل با وزنه مرجع OIML | پیشرو تجهیز فرتاک,1696,3,26
knowledge-center/level-measurement-guide.html,https://pishtaj.ir/knowledge-center/level-measurement-guide.html,knowledge-center,راهنمای سطح سنج (Level Measurement) | پیشرو تجهیز فرتاک,1695,3,26
knowledge-center/asme-b16-11-socket-weld-threaded.html,https://pishtaj.ir/knowledge-center/asme-b16-11-socket-weld-threaded.html,knowledge-center,ASME B16.11 | پیشرو تجهیز فرتاک,1692,3,25
knowledge-center/kc-a333-low-temperature-impact-testing.html,https://pishtaj.ir/knowledge-center/kc-a333-low-temperature-impact-testing.html,knowledge-center,تست ضربهٔ دمای پایین لولهٔ A333 Gr.6 | پیشرو تجهیز فرتاک,1692,3,27
knowledge-center/pressure-gauge-asme-b40-100.html,https://pishtaj.ir/knowledge-center/pressure-gauge-asme-b40-100.html,knowledge-center,گیج فشار (Pressure Gauge) | پیشرو تجهیز فرتاک,1692,3,25
knowledge-center/kc-washer-material-torque-relaxation.html,https://pishtaj.ir/knowledge-center/kc-washer-material-torque-relaxation.html,knowledge-center,مادهٔ واشر و نشست گشتاور در اتصالات صنعتی | پیشرو تجهیز فرتاک,1690,3,25
knowledge-center/kc-ups-battery-sizing-autonomy-calculation.html,https://pishtaj.ir/knowledge-center/kc-ups-battery-sizing-autonomy-calculation.html,knowledge-center,محاسبهٔ سایز باتری و زمان اتونومی UPS | پیشرو تجهیز فرتاک,1689,3,25
knowledge-center/kc-pipeline-coating-holiday-detection.html,https://pishtaj.ir/knowledge-center/kc-pipeline-coating-holiday-detection.html,knowledge-center,پوشش خط لوله و تشخیص عیب پوشش Holiday | پیشرو تجهیز فرتاک,1688,3,25
knowledge-center/ups-online-line-interactive.html,https://pishtaj.ir/knowledge-center/ups-online-line-interactive.html,knowledge-center,UPS صنعتی | پیشرو تجهیز فرتاک,1687,3,25
knowledge-center/plc-siemens-s7-1500.html,https://pishtaj.ir/knowledge-center/plc-siemens-s7-1500.html,knowledge-center,کنترلر PLC Siemens S7-1500 | پیشرو تجهیز فرتاک,1686,3,25
knowledge-center/asme-b36-10-pipe-dimensions.html,https://pishtaj.ir/knowledge-center/asme-b36-10-pipe-dimensions.html,knowledge-center,استاندارد ASME B36.10 | پیشرو تجهیز فرتاک,1685,3,25
knowledge-center/kc-bms-integration-fire-alarm-hvac.html,https://pishtaj.ir/knowledge-center/kc-bms-integration-fire-alarm-hvac.html,knowledge-center,یکپارچه‌سازی BMS با اعلام حریق و HVAC | پیشرو تجهیز فرتاک,1684,3,25
knowledge-center/turbidity-meter.html,https://pishtaj.ir/knowledge-center/turbidity-meter.html,knowledge-center,راهنمای Turbidity Meter (کدورت سنج) | پیشرو تجهیز فرتاک,1684,3,24
knowledge-center/kc-hse-permit-to-work-system-guide.html,https://pishtaj.ir/knowledge-center/kc-hse-permit-to-work-system-guide.html,knowledge-center,سیستم مجوز کار (Permit to Work) صنعتی | پیشرو تجهیز فرتاک,1683,3,25
